Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Sensor Info,Sensor Info (300),Sensor Info (400),Sensor Info (500),Sensor Info (600),Sensor Info (700)
8/28/2024,4536-9241100566.igc,EB29RGBD,4:03:27,174828,215155,HOME,"EB29RGBD's ENL monitor reports Engine Run 5 minutes, starts at T=174828 and: 941 msl [3 agl]; Height gain/loss is: 2185
EB29RGBD's ENL monitor reports Engine Run 16 minutes, starts at T=211140 and: 1820 msl [1020 agl]; Height gain/loss is: 5844
EB29RGBD Motor noise registered by ENL sensor at t=['174829', '175403', '211140', '212748', '215129', '215133', '215150', '215152'] and [-2, 2260, 1020, 7067, 65, 96, 95, 95]AGL",,,,,
8/22/2024,4536-9239003465.igc,18mAS33@ventus, 6:21:48,180511,2659,HOME,"18mAS33@ventus Motor noise registered by ENL sensor at t=['180523', '180526', '180530', '180532', '180533', '180535', '180546', '180548', '181040', '181050'] and [19, 52, 49, 40, 46, 39, 135, 105, 2218, 2333]AGL",,,,,
8/22/2024,4536-9239003493.igc,AS33Es, 5:42:39,183324,1603,HOME,,,,,,
8/22/2024,4536-9239003489.igc,Ventus3T, 5:12:16,185720,936,HOME,"Ventus3T's MOP monitor reports Engine Run 4 minutes, starts at T=185720 and: 935 msl [4 agl]; Height gain/loss is: 1820
Ventus3T Motor noise registered by ENL sensor at t=['185722', '185903', '185911', '190022', '190027', '190114', '190205', '190207', '190218', '190219'] and [0, 1033, 1132, 1362, 1372, 1676, 2071, 2028, 2224, 2191]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 300) at t=['185721', '190131'] and [0, 1850]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 400) at t=['185721', '190131'] and [0, 1850]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 500) at t=['185721', '190131'] and [0, 1850]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 600) at t=['185721', '190131'] and [0, 1850]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 700) at t=['185721', '190131'] and [0, 1850]AGL"
8/18/2024,4536-9239003354.igc,AS33ES/18m,4:38:24,185547,233411,HOME,,,,,,
8/12/2024,4536-9239003172.igc,JS-3-18m,4:18:14,180507,222321,HOME,,,,,,
8/24/2024,4536-9239003550.igc,JS-3-18m,4:49:44,185032,234016,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['205850', '205854', '205856', '205859', '234016'] and [5256, 5184, 5177, 5187, 95]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['205850', '205854', '205856', '205859', '234016'] and [5256, 5184, 5177, 5187, 95]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['205850', '205854', '205856', '205859', '234016'] and [5256, 5184, 5177, 5187, 95]AGL",,
8/19/2024,4536-9241100431.igc,JS-1-21m,5:34:35,175437,232912,HOME,,,,,,
8/24/2024,4536-9240051911.igc,ASG32Mi,3:45:43,190045,224628,HOME,"ASG32Mi Motor noise registered by ENL sensor at t=['224558', '224559'] and [62, 62]AGL",,,,,
8/26/2024,4536-9239003563.igc,JS-3-18mAbm,4:48:00,170415,215215,HOME,,,,,,
8/26/2024,4536-9239003560.igc,JS-3-18m_2L,5:14:14,163205,214619,HOME,,,,,,
8/16/2024,4536-9239003317.igc,JS-3-18m, 5:58:46,180449,335,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['180451', '180912', '211736', '212141', '212335', '213002', '213610'] and [-31, 2149, 4580, 3579, 3465, 3143, 5827]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['180455', '180912', '213906'] and [-2, 2149, 5109]AGL",JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['214844'] and [5715]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['215045'] and [5338]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['222959'] and [5502]AGL
8/29/2024,4536-9239003687.igc,JS-3-18m,2:21:57,180945,203142,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['181011', '181012', '195813', '200208', '203134', '203137'] and [40, 33, 1076, 2014, 66, 66]AGL",,,,,
8/19/2024,4536-9241100441.igc,JS-5,5:19:51,181115,233106,HOME,,"JS-5 Motor noise registered by MOP sensor (threshold 300) at t=['181116', '181122', '181205', '181213'] and [-29, -32, 194, 256]AGL","JS-5 Motor noise registered by MOP sensor (threshold 400) at t=['181116', '181122', '181205', '181213'] and [-29, -32, 194, 256]AGL","JS-5 Motor noise registered by MOP sensor (threshold 500) at t=['181116', '181122', '181205', '181213'] and [-29, -32, 194, 256]AGL","JS-5 Motor noise registered by MOP sensor (threshold 600) at t=['181117', '181122', '181206', '181213'] and [-29, -32, 217, 256]AGL","JS-5 Motor noise registered by MOP sensor (threshold 700) at t=['181117', '181122', '181207', '181213'] and [-29, -32, 224, 256]AGL"
8/21/2024,4536-9240051865.igc,ArcusT, 4:42:39,194515,2754,HOME,,,,,,
8/24/2024,4536-9241100516.igc,JS-1-21m,4:24:54,184206,230700,HOME,,,,,,
8/22/2024,4536-9241100491.igc,EB29R, 5:44:25,182442,907,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=182442 and: 948 msl [23 agl]; Height gain/loss is: 2050
EB29R Motor noise registered by ENL sensor at t=['182443', '182946', '222109', '222110'] and [23, 2126, 6522, 6509]AGL",,,,,
8/26/2024,4536-9239003591.igc,JS-3-18m,4:55:00,164314,213814,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['164315', '164318', '164319', '164321', '164341', '164342', '213804', '213810'] and [27, 23, 19, 16, 62, 69, 125, 118]AGL",,,,,
8/18/2024,4536-9241100419.igc,EB29R,4:56:05,182315,231920,HOME,"EB29R Motor noise registered by ENL sensor at t=['182320', '182321'] and [0, 0]AGL",,,,,
8/22/2024,4536-9241100488.igc,EB29R, 5:41:44,182408,552,HOME,"EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=182408 and: 938 msl [13 agl]; Height gain/loss is: 2011
EB29R Motor noise registered by ENL sensor at t=['182409', '182804'] and [13, 2083]AGL",,,,,
8/15/2024,4536-9241100369.igc,EB29R,4:38:12,174159,222011,HOME,"EB29R's ENL monitor reports Engine Run 4 minutes, starts at T=174203 and: 941 msl [10 agl]; Height gain/loss is: 1998
EB29R Motor noise registered by ENL sensor at t=['174203', '174700'] and [10, 2021]AGL",,,,,
8/28/2024,4536-9241100563.igc,JS-1-21m,3:22:04,180413,212617,HOME,"JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=180419 and: 928 msl [-9 agl]; Height gain/loss is: 2106
JS-1-21m's MOP monitor reports Engine Run 12 minutes, starts at T=200211 and: 6026 msl [5472 agl]; Height gain/loss is: -2450
JS-1-21m's MOP monitor reports Engine Run 22 minutes, starts at T=204406 and: 2982 msl [2392 agl]; Height gain/loss is: 2559
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=212316 and: 2253 msl [1400 agl]; Height gain/loss is: -1256","JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['180414', '180833', '184700', '184737', '185037', '185332', '185753', '190957', '191136', '191437', '191559', '191825', '192641', '193202', '193803', '194023', '194226', '194308', '195909', '200015', '200202', '201417', '204402', '210638', '212225', '212548', '212555'] and [-22, 2165, 3960, 4402, 3996, 3858, 4505, 3809, 3379, 3399, 3068, 3081, 3993, 2621, 3881, 3947, 3380, 3619, 3859, 4137, 5541, 3002, 2402, 4935, 1667, 49, 65]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['180414', '180833', '190128', '190957', '191148', '191437', '191607', '191825', '192654', '193202', '193812', '194023', '200206', '201417', '204404', '210638', '212305', '212548', '212557'] and [-22, 2165, 3992, 3809, 3290, 3399, 3011, 3081, 3878, 2621, 3766, 3947, 5508, 3002, 2395, 4935, 1486, 49, 69]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['180419', '180833', '200211', '201417', '204406', '210638', '212316', '212548', '212559'] and [-9, 2165, 5472, 3002, 2392, 4935, 1400, 49, 69]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['200219', '201417', '204408', '210638', '212601'] and [5420, 3002, 2385, 4935, 59]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['204415', '210638', '212604'] and [2349, 4935, 56]AGL"
8/15/2024,4536-9239003276.igc,JS-3-18m,4:49:25,181651,230616,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['230543', '230545', '230614', '230616'] and [62, 62, 75, 75]AGL",,,,,
8/15/2024,4536-9240051779.igc,ArcusT,4:12:27,180639,221906,HOME,"ArcusT Motor noise registered by ENL sensor at t=['181218', '181243', '221854', '221900'] and [1759, 1998, 82, 75]AGL",,,,,
8/29/2024,4536-9239003673.igc,JS-3-18m,5:48:30,173337,232207,HOME,,,,,,
8/18/2024,4536-9239003366.igc,18m_N369QT_JS-3,4:48:57,184842,233739,HOME,"18m_N369QT_JS-3 Motor noise registered by ENL sensor at t=['184850', '184852', '185143', '185146', '185148', '185150', '185154', '185155'] and [-5, -16, 1290, 1302, 1303, 1323, 1365, 1359]AGL",,,,,
8/19/2024,4536-9241100425.igc,JS-1-21m,5:35:56,180532,234128,HOME,"JS-1-21m Motor noise registered by ENL sensor at t=['180535', '180546', '191851', '191857', '212941', '212950', '234102', '234122'] and [10, 39, 5781, 5787, 5338, 5508, 109, 98]AGL",,,,,
8/19/2024,4536-9239003371.igc,JS-3-18mAbm,5:55:41,173124,232705,HOME,,,,,,
8/21/2024,4536-9239003449.igc,JS-3-18m, 5:02:11,191152,1403,HOME,,,,,,
8/30/2024,4536-9239003713.igc,Ventus3T,4:10:38,180531,221609,HOME,,,,,,
8/28/2024,4536-9241100564.igc,JS-1-21m,3:58:13,175747,215600,HOME,"JS-1-21m's MOP monitor reports Engine Run 12 minutes, starts at T=210925 and: 1318 msl [525 agl]; Height gain/loss is: 2566
JS-1-21m Motor noise registered by ENL sensor at t=['215553', '215556'] and [89, 46]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['210836', '210858', '210903', '210915', '210925', '212132'] and [676, 656, 610, 568, 525, 3297]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['210836', '210858', '210903', '210915', '210925', '212132'] and [676, 656, 610, 568, 525, 3297]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['210836', '210858', '210903', '210915', '210925', '212132'] and [676, 656, 610, 568, 525, 3297]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['210837', '210858', '210904', '210915', '210926', '212132'] and [673, 656, 607, 568, 525, 3297]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['210837', '210858', '210904', '210915', '210926', '212132'] and [673, 656, 607, 568, 525, 3297]AGL"
8/13/2024,4536-9241100334.igc,EB29R,3:17:59,181504,213303,HOME,,,,,,
8/29/2024,4536-9239003670.igc,JS-3-18m, 5:53:30,181633,1003,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['000955', '000958'] and [112, 108]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['200025', '200029', '220137', '220143', '223356', '223403', '223439', '223443', '224422', '224429', '224536', '224541', '232526', '232530', '232928', '232932', '000446', '000457'] and [2769, 2720, 4446, 4449, 2832, 2779, 2838, 2808, 4042, 4025, 4131, 4009, 4429, 4422, 4170, 4206, 1637, 1584]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['200025', '200029', '220137', '220143', '223356', '223403', '223439', '223443', '224422', '224429', '224536', '224541', '232526', '232530', '232928', '232932', '000446', '000457'] and [2769, 2720, 4446, 4449, 2832, 2779, 2838, 2808, 4042, 4025, 4131, 4009, 4429, 4422, 4170, 4206, 1637, 1584]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['200025', '200029', '220137', '220143', '223356', '223403', '223439', '223443', '224422', '224429', '224536', '224541', '232526', '232530', '232928', '232932', '000446', '000457'] and [2769, 2720, 4446, 4449, 2832, 2779, 2838, 2808, 4042, 4025, 4131, 4009, 4429, 4422, 4170, 4206, 1637, 1584]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['220138', '220143', '223357', '223403', '224423', '224429', '224537', '224541', '000448', '000457'] and [4453, 4449, 2818, 2779, 4035, 4025, 4104, 4009, 1624, 1584]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['220138', '220143', '223357', '223403', '224423', '224429', '224537', '224541', '000449', '000457'] and [4453, 4449, 2818, 2779, 4035, 4025, 4104, 4009, 1621, 1584]AGL"
8/21/2024,4536-9241100465.igc,JS-1-21m, 4:45:12,195653,4205,HOME,,"JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['195654', '195700', '004145', '004150'] and [-19, -6, 46, 59]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['195654', '195700', '004145', '004150'] and [-19, -6, 46, 59]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['195654', '195700', '004145', '004150'] and [-19, -6, 46, 59]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['195656', '195700'] and [-16, -6]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['195656', '195700'] and [-16, -6]AGL"
8/15/2024,4536-9239003297.igc,Ventus3T,4:56:33,175457,225130,HOME,"Ventus3T's MOP monitor reports Engine Run 3 minutes, starts at T=175457 and: 944 msl [13 agl]; Height gain/loss is: 1870
Ventus3T Motor noise registered by ENL sensor at t=['175458', '175717'] and [17, 1204]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 300) at t=['175458', '175853'] and [17, 1860]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 400) at t=['175458', '175853'] and [17, 1860]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 500) at t=['175458', '175853'] and [17, 1860]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 600) at t=['175458', '175853'] and [17, 1860]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 700) at t=['175458', '175853'] and [17, 1860]AGL"
8/27/2024,4536-9240051950.igc,ASG32Mi,0:13:37,181812,183149,HOME,"ASG32Mi Motor noise registered by ENL sensor at t=['183143', '183147'] and [27, 17]AGL",,,,,
8/30/2024,4536-9241100607.igc,EB29R,4:02:52,182603,222855,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=182605 and: 931 msl [-9 agl]; Height gain/loss is: 1979
EB29R Motor noise registered by ENL sensor at t=['182605', '183116'] and [-9, 2035]AGL",,,,,
8/20/2024,4536-9241100453.igc,EB29R, 5:18:57,190330,2227,HOME,,,,,,
8/29/2024,4536-9239003662.igc,JS-3-18m,5:36:51,174944,232635,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['175025', '175027', '232627', '232630'] and [351, 364, 118, 115]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['232620', '232624', '232628', '232635'] and [121, 118, 118, 124]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['232620', '232624', '232628', '232635'] and [121, 118, 118, 124]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['232620', '232624', '232628', '232635'] and [121, 118, 118, 124]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['232621', '232624', '232629', '232635'] and [118, 118, 118, 124]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['232621', '232624', '232629', '232635'] and [118, 118, 118, 124]AGL"
8/24/2024,4536-9240051920.igc,ArcusM,3:48:38,191609,230447,HOME,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=191609 and: 921 msl [-26 agl]; Height gain/loss is: 1907
ArcusM Motor noise registered by ENL sensor at t=['191610', '192300', '230419', '230425'] and [-29, 1893, 42, 49]AGL",,,,,
8/26/2024,4536-9239003585.igc,Ventus3T,4:34:41,171757,215238,HOME,"Ventus3T Motor noise registered by ENL sensor at t=['172323', '172324', '172330', '172331'] and [2474, 2497, 2533, 2490]AGL",,,,,
8/12/2024,4536-9241100314.igc,EB29R,3:39:29,180949,214918,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=180949 and: 925 msl [-22 agl]; Height gain/loss is: 1866
EB29R Motor noise registered by ENL sensor at t=['180950', '181458', '214825', '214827', '214830', '214835'] and [-22, 1893, 65, 69, 78, 72]AGL",,,,,
8/22/2024,4536-9240051879.igc,ASG32Mi, 5:32:25,182814,39,HOME,,,,,,
8/20/2024,4536-9239003417.igc,JS-3-18m, 5:01:03,193456,3559,HOME,,,,,,
8/14/2024,4536-9240051774.igc,ASG32Mi,5:24:20,173204,225624,HOME,"ASG32Mi's ENL monitor reports Engine Run 5 minutes, starts at T=173204 and: 931 msl [0 agl]; Height gain/loss is: 1946
ASG32Mi Motor noise registered by ENL sensor at t=['173205', '173730', '215003', '215004', '220636', '220637', '222612', '222613'] and [0, 1982, 5440, 5485, 3320, 3327, 2979, 2963]AGL",,,,,
8/14/2024,4536-9241100345.igc,EB29RGBD,3:14:53,182935,214428,HOME,"EB29RGBD's ENL monitor reports Engine Run 4 minutes, starts at T=182935 and: 921 msl [-16 agl]; Height gain/loss is: 2031
EB29RGBD Motor noise registered by ENL sensor at t=['182936', '183419'] and [-19, 1965]AGL",,,,,
8/12/2024,4536-9240051741.igc,ArcusM,3:00:49,190414,220503,HOME,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=190414 and: 931 msl [-6 agl]; Height gain/loss is: 1841
ArcusM Motor noise registered by ENL sensor at t=['190415', '191028'] and [-6, 1798]AGL",,,,,
8/30/2024,4536-9239003705.igc,JS-3-18m,4:18:24,175642,221506,HOME,,,,,,
8/20/2024,4536-9240051841.igc,ArcusM, 4:54:37,194947,4424,HOME,,,,,,
8/28/2024,4536-9239003648.igc,JS3-18m,4:31:04,173331,220435,HOME,"JS3-18m's MOP monitor reports Engine Run 21 minutes, starts at T=205818 and: 944 msl [275 agl]; Height gain/loss is: 2740","JS3-18m Motor noise registered by MOP sensor (threshold 300) at t=['205806', '205810', '205818', '211940'] and [341, 328, 275, 3176]AGL","JS3-18m Motor noise registered by MOP sensor (threshold 400) at t=['205806', '205810', '205818', '211940'] and [341, 328, 275, 3176]AGL","JS3-18m Motor noise registered by MOP sensor (threshold 500) at t=['205806', '205810', '205818', '211940'] and [341, 328, 275, 3176]AGL","JS3-18m Motor noise registered by MOP sensor (threshold 600) at t=['205806', '205810', '205819', '211940'] and [341, 328, 279, 3176]AGL","JS3-18m Motor noise registered by MOP sensor (threshold 700) at t=['205806', '205810', '205819', '211940'] and [341, 328, 279, 3176]AGL"
8/19/2024,4536-9240051838.igc,ASG32Mi,6:12:54,174041,235335,HOME,"ASG32Mi Motor noise registered by ENL sensor at t=['185732', '185733', '203511', '203512', '205327', '205328', '212908', '212909', '230242', '230243', '230347', '230348', '230821', '230822', '235330', '235333'] and [5702, 5679, 4971, 4967, 4809, 4810, 5076, 5095, 5948, 5938, 5597, 5587, 5885, 5876, 95, 91]AGL",,,,,
8/14/2024,4536-9239003263.igc,JS-3-18m,6:15:55,174155,235750,HOME,"JS-3-18m's RPM monitor reports Engine Run 269 minutes, starts at T=174155 and: 948 msl [40 agl]; Height gain/loss is: 5561
JS-3-18m's RPM monitor reports Engine Run 58 minutes, starts at T=225935 and: 5774 msl [4561 agl]; Height gain/loss is: -4721",,,,,
